customer_id,region,segment,join_date,age,credit_score
SNB02394,الرياض,أفراد,2024-11-27,30,809
SNB02395,المدينة,أفراد,2023-06-09,48,522
SNB02396,الرياض,أفراد,2025-05-27,50,668
SNB02397,الرياض,أفراد,2025-03-30,69,717
SNB02398,الرياض,شركات صغيرة,2024-04-18,56,846
SNB02399,الدمام,أفراد,2025-12-19,45,402
SNB02400,الدمام,أفراد,2023-10-14,42,460
SNB02401,الرياض,أفراد,2024-02-21,49,499
SNB02402,الرياض,أفراد,2023-11-15,26,459
SNB02403,جدة,أفراد,2024-02-27,45,435
SNB02404,الرياض,أفراد,2023-07-15,48,697
SNB02405,الدمام,أفراد,2024-02-16,34,691
SNB02406,الدمام,أفراد,2023-08-04,40,405
SNB02407,جدة,أفراد,2025-03-29,30,882
SNB02408,الرياض,شركات متوسطة,2024-04-26,27,888
SNB02409,تبوك,أفراد,2024-03-16,33,353
SNB02410,جدة,أفراد,2024-11-16,23,576
SNB02411,الدمام,أفراد,2023-04-26,65,410
SNB02412,الرياض,أفراد,2024-03-29,28,523
SNB02413,جدة,أفراد,2025-01-03,69,374
SNB02414,الرياض,شركات صغيرة,2023-10-09,20,805
SNB02415,جدة,أفراد,2024-03-19,45,313
SNB02416,تبوك,أفراد,2024-05-15,58,781
SNB02417,جدة,أفراد,2023-04-02,32,488
SNB02418,الرياض,أفراد,2024-08-23,30,663
SNB02419,الرياض,أفراد,2024-03-05,59,538
SNB02420,جدة,أفراد,2023-11-23,69,700
SNB02421,الرياض,أفراد,2024-06-06,62,603
SNB02422,الرياض,أفراد,2023-10-20,34,390
SNB02423,مكة,أفراد,2023-12-16,24,691
SNB02424,جدة,أفراد,2025-05-13,45,483
SNB02425,الرياض,أفراد,2024-11-18,55,316
SNB02426,المدينة,أفراد,2024-12-29,30,311
SNB02427,الرياض,أفراد,2025-11-07,34,465
SNB02428,أبها,أفراد,2023-06-01,32,445
SNB02429,الرياض,أفراد,2024-10-29,53,581
SNB02430,المدينة,أفراد,2023-07-19,45,848
SNB02431,الدمام,أفراد,2024-05-15,32,881
SNB02432,مكة,أفراد,2025-08-13,63,468
SNB02433,تبوك,أفراد,2023-09-17,28,469
SNB02434,الرياض,أفراد,2023-03-16,48,645
SNB02435,تبوك,أفراد,2025-03-22,21,798
SNB02436,جدة,شركات صغيرة,2024-04-21,52,759
SNB02437,جدة,أفراد,2024-08-24,51,596
SNB02438,الرياض,أفراد,2024-08-02,69,441
SNB02439,جدة,أفراد,2025-02-20,44,352
SNB02440,الرياض,أفراد,2023-08-19,27,417
SNB02441,جدة,أفراد,2023-11-21,47,664
SNB02442,جدة,أفراد,2025-08-03,62,435
SNB02443,مكة,أفراد,2023-06-27,37,713
SNB02444,مكة,أفراد,2023-04-26,46,376
SNB02445,جدة,أفراد,2023-10-04,46,856
SNB02446,الرياض,أفراد,2023-01-03,40,317
SNB02447,الرياض,أفراد,2023-03-01,67,702
SNB02448,الرياض,أفراد,2023-08-29,38,504
SNB02449,الرياض,أفراد,2025-10-18,65,798
SNB02450,الرياض,أفراد,2023-12-27,60,623
SNB02451,الرياض,أفراد,2025-07-11,27,894
SNB02452,تبوك,أفراد,2025-05-23,58,861
SNB02453,جدة,أفراد,2024-08-11,29,580
SNB02454,الرياض,أفراد,2024-01-05,47,465
SNB02455,جدة,شركات صغيرة,2025-01-26,68,542
SNB02456,الرياض,شركات متوسطة,2025-10-03,50,778
SNB02457,جدة,أفراد,2023-10-06,35,463
SNB02458,الدمام,أفراد,2024-02-22,31,623
SNB02459,جدة,أفراد,2023-08-04,39,867
SNB02460,جدة,أفراد,2025-05-30,38,850
SNB02461,تبوك,أفراد,2025-12-11,18,507
SNB02462,المدينة,أفراد,2025-06-14,66,614
SNB02463,الدمام,شركات متوسطة,2024-07-21,60,603
SNB02464,جدة,أفراد,2024-10-04,69,538
SNB02465,الدمام,أفراد,2023-02-21,32,523
SNB02466,الرياض,أفراد,2023-02-04,53,387
SNB02467,جدة,شركات صغيرة,2024-10-06,64,836
SNB02468,الرياض,أفراد,2023-07-04,39,728
SNB02469,جدة,أفراد,2023-11-27,49,519
SNB02470,جدة,أفراد,2023-10-23,63,574
SNB02471,الرياض,شركات صغيرة,2023-05-29,50,365
SNB02472,تبوك,أفراد,2023-03-14,58,891
SNB02473,المدينة,شركات صغيرة,2025-02-27,56,722
SNB02474,الدمام,أفراد,2024-01-26,40,554
SNB02475,جدة,أفراد,2025-11-12,60,424
SNB02476,المدينة,أفراد,2023-04-19,19,445
SNB02477,الرياض,أفراد,2025-06-01,19,684
SNB02478,مكة,أفراد,2024-05-06,55,746
SNB02479,الرياض,شركات صغيرة,2023-09-03,68,686
SNB02480,مكة,أفراد,2025-07-10,46,682
SNB02481,الرياض,أفراد,2025-05-09,69,576
SNB02482,المدينة,أفراد,2025-03-17,63,681
SNB02483,أبها,أفراد,2024-01-19,20,423
SNB02484,الرياض,أفراد,2024-04-03,56,566
SNB02485,جدة,أفراد,2024-01-30,24,410
SNB02486,تبوك,أفراد,2023-06-14,53,680
SNB02487,جدة,أفراد,2024-11-04,46,457
SNB02488,المدينة,شركات متوسطة,2023-01-30,54,847
SNB02489,جدة,أفراد,2023-04-18,66,898
SNB02490,جدة,شركات صغيرة,2024-01-19,53,417
SNB02491,الرياض,أفراد,2023-05-02,40,627
SNB02492,الرياض,أفراد,2025-06-16,62,367
SNB02493,مكة,أفراد,2023-07-19,33,733
SNB02494,جدة,أفراد,2023-06-20,65,658
SNB02495,جدة,شركات صغيرة,2024-03-19,48,742
SNB02496,جدة,أفراد,2025-08-17,51,463
SNB02497,جدة,أفراد,2024-04-27,67,660
SNB02498,المدينة,شركات صغيرة,2025-10-02,18,884
SNB02499,تبوك,أفراد,2025-05-11,35,418
SNB02500,جدة,أفراد,2025-11-16,57,494
SNB02501,مكة,أفراد,2024-01-30,60,887
SNB02502,مكة,شركات صغيرة,2025-05-23,32,540
SNB02503,جدة,أفراد,2025-01-30,65,808
SNB02504,أبها,أفراد,2024-08-20,66,864
SNB02505,الرياض,أفراد,2023-02-10,34,441
SNB02506,الرياض,شركات متوسطة,2025-01-09,61,330
SNB02507,المدينة,أفراد,2025-02-08,27,522
SNB02508,جدة,أفراد,2024-02-24,37,565
SNB02509,مكة,أفراد,2023-08-12,23,581
SNB02510,المدينة,شركات متوسطة,2023-05-31,25,680
SNB02511,الرياض,شركات صغيرة,2024-09-14,62,855
SNB02512,المدينة,شركات متوسطة,2023-09-25,51,361
SNB02513,جدة,أفراد,2024-12-20,49,820
SNB02514,جدة,أفراد,2024-12-16,68,370
SNB02515,الدمام,أفراد,2023-07-31,59,835
SNB02516,أبها,شركات صغيرة,2023-10-14,21,439
SNB02517,الرياض,أفراد,2025-11-03,61,615
SNB02518,جدة,أفراد,2024-11-23,67,639
SNB02519,الدمام,شركات صغيرة,2023-06-26,56,889
SNB02520,الدمام,أفراد,2023-08-06,37,827
SNB02521,الدمام,أفراد,2023-10-28,41,840
SNB02522,الرياض,أفراد,2025-12-23,41,715
SNB02523,الرياض,أفراد,2024-10-19,43,766
SNB02524,جدة,أفراد,2024-11-06,42,674
SNB02525,مكة,أفراد,2024-06-10,53,590
SNB02526,الرياض,أفراد,2025-08-26,24,342
SNB02527,الرياض,أفراد,2025-06-07,27,352
SNB02528,أبها,أفراد,2024-12-15,64,531
SNB02529,الرياض,أفراد,2023-12-14,29,511
SNB02530,تبوك,أفراد,2024-03-05,18,307
SNB02531,الدمام,أفراد,2024-11-24,69,782
SNB02532,مكة,أفراد,2023-06-09,67,341
SNB02533,الرياض,أفراد,2025-05-13,42,632
SNB02534,الرياض,أفراد,2024-07-13,33,532
SNB02535,الدمام,شركات صغيرة,2023-04-05,22,369
SNB02536,مكة,أفراد,2023-01-17,36,315
SNB02537,الدمام,شركات صغيرة,2024-03-31,21,368
SNB02538,الرياض,أفراد,2023-10-29,23,352
SNB02539,مكة,أفراد,2023-10-21,43,678
SNB02540,مكة,أفراد,2025-05-13,66,762
SNB02541,الدمام,أفراد,2024-01-20,56,826
SNB02542,مكة,أفراد,2024-01-12,56,362
SNB02543,مكة,أفراد,2023-06-09,26,560
SNB02544,الدمام,شركات متوسطة,2025-01-13,62,799
SNB02545,الرياض,أفراد,2024-05-02,69,420
SNB02546,جدة,أفراد,2025-07-12,31,539
SNB02547,الرياض,شركات صغيرة,2025-04-02,65,764
SNB02548,جدة,أفراد,2024-03-31,26,406
SNB02549,جدة,شركات صغيرة,2025-05-05,32,479
SNB02550,الرياض,أفراد,2024-08-31,54,315
SNB02551,الرياض,شركات متوسطة,2024-04-16,67,654
SNB02552,الرياض,أفراد,2025-05-07,37,608
SNB02553,مكة,أفراد,2024-12-23,25,888
SNB02554,أبها,أفراد,2023-11-29,49,480
SNB02555,الرياض,أفراد,2025-03-18,64,473
SNB02556,أبها,أفراد,2023-02-20,38,653
SNB02557,جدة,أفراد,2023-10-29,58,653
SNB02558,الرياض,أفراد,2023-08-29,36,518
SNB02559,الرياض,أفراد,2025-03-25,46,614
SNB02560,جدة,شركات صغيرة,2023-11-08,48,733
SNB02561,مكة,أفراد,2023-08-19,23,581
SNB02562,الدمام,أفراد,2024-12-17,21,558
SNB02563,الرياض,أفراد,2023-04-11,60,858
SNB02564,الرياض,أفراد,2025-01-12,46,304
SNB02565,جدة,أفراد,2025-01-25,59,873
SNB02566,الرياض,شركات صغيرة,2023-04-05,20,895
SNB02567,الرياض,شركات متوسطة,2024-05-20,18,693
SNB02568,الرياض,أفراد,2025-03-20,61,635
SNB02569,مكة,شركات صغيرة,2024-12-14,32,362
SNB02570,أبها,أفراد,2024-03-28,64,343
SNB02571,جدة,أفراد,2023-06-23,38,452
SNB02572,المدينة,أفراد,2025-09-14,63,455
SNB02573,الرياض,أفراد,2023-12-28,48,777
SNB02574,جدة,أفراد,2025-12-13,24,574
SNB02575,الرياض,أفراد,2023-04-15,34,657
SNB02576,الدمام,أفراد,2025-03-28,36,725
SNB02577,تبوك,أفراد,2024-11-28,56,831
SNB02578,الدمام,أفراد,2023-11-07,20,782
SNB02579,جدة,شركات متوسطة,2023-03-03,47,513
SNB02580,الدمام,أفراد,2023-03-25,52,378
SNB02581,الرياض,أفراد,2023-09-17,46,438
SNB02582,المدينة,أفراد,2023-03-31,67,397
SNB02583,جدة,أفراد,2023-09-03,69,497
SNB02584,جدة,أفراد,2023-07-07,31,455
SNB02585,جدة,أفراد,2023-04-07,52,349
SNB02586,الدمام,أفراد,2025-01-24,45,778
SNB02587,الرياض,أفراد,2025-07-16,47,527
SNB02588,الدمام,أفراد,2025-10-30,43,756
SNB02589,الرياض,أفراد,2024-10-07,24,821
SNB02590,الدمام,أفراد,2024-05-13,56,448
SNB02591,مكة,أفراد,2025-10-27,48,357
SNB02592,مكة,شركات صغيرة,2024-06-18,22,461
SNB02593,جدة,أفراد,2024-09-28,52,776
SNB02594,جدة,شركات صغيرة,2024-05-20,67,406
SNB02595,الرياض,أفراد,2025-01-22,64,726
SNB02596,مكة,شركات متوسطة,2023-06-10,69,694
SNB02597,الرياض,أفراد,2023-03-24,31,485
SNB02598,جدة,أفراد,2023-02-20,53,857
SNB02599,الرياض,شركات متوسطة,2025-05-15,44,745
SNB02600,الرياض,أفراد,2025-05-13,41,747
SNB02601,الدمام,أفراد,2024-07-02,57,386
SNB02602,الرياض,أفراد,2023-12-12,46,548
SNB02603,الدمام,أفراد,2025-10-08,62,739
SNB02604,الرياض,شركات متوسطة,2023-07-13,39,556
SNB02605,الرياض,أفراد,2024-10-11,25,576
SNB02606,جدة,أفراد,2023-08-15,32,737
SNB02607,الرياض,أفراد,2025-06-06,66,815
SNB02608,الرياض,أفراد,2024-08-13,22,876
SNB02609,الدمام,أفراد,2024-05-02,69,501
SNB02610,الرياض,أفراد,2025-10-27,21,874
SNB02611,مكة,أفراد,2023-06-25,28,479
SNB02612,الرياض,أفراد,2024-07-12,35,624
SNB02613,الرياض,شركات متوسطة,2024-01-19,59,774
SNB02614,الدمام,أفراد,2025-07-07,66,699
SNB02615,الرياض,أفراد,2023-07-17,47,516
SNB02616,الرياض,أفراد,2025-05-06,32,752
SNB02617,جدة,أفراد,2024-09-03,23,703
SNB02618,الرياض,أفراد,2024-10-29,33,539
SNB02619,مكة,شركات متوسطة,2024-01-14,64,485
SNB02620,الرياض,أفراد,2023-08-09,57,347
SNB02621,مكة,شركات صغيرة,2025-01-27,26,685
SNB02622,المدينة,أفراد,2025-03-22,60,507
SNB02623,جدة,أفراد,2024-11-04,51,456
SNB02624,المدينة,أفراد,2024-11-04,44,524
SNB02625,جدة,أفراد,2025-09-02,30,443
SNB02626,تبوك,أفراد,2024-01-14,53,718
SNB02627,الرياض,شركات صغيرة,2023-01-07,44,410
SNB02628,الدمام,أفراد,2024-06-05,26,764
SNB02629,جدة,شركات متوسطة,2025-01-22,22,431
SNB02630,جدة,شركات صغيرة,2024-03-10,68,633
SNB02631,الدمام,أفراد,2024-05-12,39,374
SNB02632,الدمام,أفراد,2024-05-19,48,711
SNB02633,الرياض,أفراد,2024-07-03,20,818
SNB02634,الرياض,شركات متوسطة,2023-02-13,47,335
SNB02635,الدمام,أفراد,2025-06-20,38,522
SNB02636,الدمام,أفراد,2025-03-30,52,829
SNB02637,تبوك,أفراد,2023-09-12,23,540
SNB02638,مكة,أفراد,2025-09-02,45,433
SNB02639,أبها,أفراد,2024-06-13,49,690
SNB02640,الدمام,أفراد,2025-04-17,59,401
SNB02641,الرياض,أفراد,2025-04-05,54,797
SNB02642,الرياض,أفراد,2024-08-08,42,810
SNB02643,مكة,أفراد,2025-03-08,49,836
SNB02644,الدمام,أفراد,2024-03-13,52,844
SNB02645,الرياض,أفراد,2024-08-13,39,642
SNB02646,جدة,أفراد,2023-10-20,41,305
SNB02647,أبها,أفراد,2023-04-05,56,493
SNB02648,جدة,أفراد,2025-03-16,47,436
SNB02649,جدة,أفراد,2024-06-30,67,772
SNB02650,جدة,أفراد,2023-09-06,49,515
SNB02651,الرياض,أفراد,2023-11-25,48,648
SNB02652,جدة,أفراد,2023-06-21,40,482
SNB02653,جدة,أفراد,2025-07-31,57,467
SNB02654,الرياض,شركات صغيرة,2025-06-25,50,337
SNB02655,مكة,شركات صغيرة,2023-09-29,42,770
SNB02656,جدة,شركات صغيرة,2023-02-11,53,751
SNB02657,مكة,أفراد,2024-06-11,41,789
SNB02658,المدينة,أفراد,2023-12-08,48,441
SNB02659,الرياض,أفراد,2023-06-15,56,402
SNB02660,الدمام,أفراد,2023-04-08,63,341
SNB02661,جدة,أفراد,2024-03-02,30,446
SNB02662,المدينة,أفراد,2025-12-27,27,365
SNB02663,الرياض,شركات صغيرة,2025-06-25,40,492
SNB02664,الدمام,أفراد,2023-06-08,35,597
SNB02665,الدمام,أفراد,2023-12-30,49,337
SNB02666,الرياض,أفراد,2025-08-25,50,801
SNB02667,الرياض,أفراد,2023-01-03,53,727
SNB02668,الدمام,أفراد,2023-10-10,45,651
SNB02669,الدمام,شركات صغيرة,2024-10-12,33,625
SNB02670,الرياض,أفراد,2023-08-06,33,337
SNB02671,الدمام,شركات صغيرة,2024-10-25,35,396
SNB02672,جدة,أفراد,2023-03-25,25,407
SNB02673,الدمام,شركات صغيرة,2024-07-01,59,450
SNB02674,الرياض,أفراد,2024-03-11,33,373
SNB02675,المدينة,أفراد,2024-05-31,28,356
SNB02676,الرياض,أفراد,2024-02-10,23,634
SNB02677,جدة,أفراد,2025-04-09,18,551
SNB02678,الرياض,شركات متوسطة,2023-04-14,29,553
SNB02679,الرياض,أفراد,2024-01-29,55,684
SNB02680,جدة,أفراد,2025-09-24,45,755
SNB02681,الرياض,شركات متوسطة,2025-09-29,62,558
SNB02682,مكة,أفراد,2025-06-12,34,764
SNB02683,الرياض,أفراد,2023-06-05,18,333
SNB02684,جدة,أفراد,2025-11-29,49,794
SNB02685,الرياض,أفراد,2025-04-22,25,625
SNB02686,الرياض,شركات صغيرة,2025-02-12,57,537
SNB02687,الرياض,أفراد,2023-07-13,60,840
SNB02688,جدة,أفراد,2023-06-12,63,765
SNB02689,جدة,أفراد,2025-12-31,41,603
SNB02690,جدة,شركات صغيرة,2023-08-09,27,416
SNB02691,جدة,أفراد,2024-11-13,64,506
SNB02692,جدة,شركات صغيرة,2025-04-06,56,780
SNB02693,الرياض,أفراد,2024-04-23,56,702
SNB02694,جدة,أفراد,2025-02-10,27,886
SNB02695,تبوك,شركات متوسطة,2024-06-19,53,532
SNB02696,جدة,أفراد,2025-06-24,42,583
SNB02697,الدمام,أفراد,2023-12-25,67,779
SNB02698,الرياض,أفراد,2024-08-07,27,308
SNB02699,مكة,أفراد,2025-07-17,36,678
SNB02700,مكة,أفراد,2023-12-02,63,680
SNB02701,جدة,شركات متوسطة,2025-01-28,62,659
SNB02702,تبوك,شركات صغيرة,2025-09-17,32,475
SNB02703,الرياض,أفراد,2023-10-13,33,784
SNB02704,الرياض,أفراد,2024-04-16,19,704
SNB02705,مكة,أفراد,2024-09-09,46,332
SNB02706,مكة,أفراد,2023-08-06,21,764
SNB02707,الرياض,أفراد,2025-06-29,67,456
SNB02708,الرياض,شركات صغيرة,2025-06-21,46,864
SNB02709,الرياض,أفراد,2025-12-30,48,501
SNB02710,الرياض,شركات صغيرة,2024-10-21,34,474
SNB02711,مكة,أفراد,2023-05-01,27,543
SNB02712,جدة,أفراد,2025-07-26,44,568
SNB02713,الرياض,أفراد,2025-04-05,58,745
SNB02714,جدة,أفراد,2024-09-25,32,373
SNB02715,الرياض,أفراد,2023-02-03,61,395
SNB02716,الرياض,شركات متوسطة,2023-07-05,48,472
SNB02717,الدمام,أفراد,2025-12-13,38,705
SNB02718,تبوك,شركات متوسطة,2025-12-16,58,454
SNB02719,مكة,أفراد,2024-01-29,63,482
SNB02720,الرياض,شركات متوسطة,2025-04-30,62,622
SNB02721,المدينة,أفراد,2023-08-21,43,588
SNB02722,مكة,شركات متوسطة,2025-04-06,55,557
SNB02723,مكة,أفراد,2023-04-29,68,886
SNB02724,جدة,أفراد,2025-08-09,53,473
SNB02725,جدة,شركات متوسطة,2024-09-20,69,629
SNB02726,الرياض,أفراد,2023-11-09,34,530
SNB02727,الرياض,أفراد,2025-07-03,68,460
SNB02728,الرياض,أفراد,2025-06-06,20,485
SNB02729,الرياض,شركات متوسطة,2025-06-04,31,442
SNB02730,جدة,أفراد,2024-03-31,66,581
SNB02731,الدمام,أفراد,2023-12-11,30,326
SNB02732,جدة,أفراد,2024-04-29,58,545
SNB02733,الرياض,أفراد,2025-03-27,44,786
SNB02734,أبها,شركات صغيرة,2023-11-10,18,501
SNB02735,أبها,أفراد,2025-04-04,34,320
SNB02736,مكة,أفراد,2025-03-15,65,890
SNB02737,تبوك,شركات متوسطة,2025-08-14,67,393
SNB02738,جدة,أفراد,2023-01-11,51,307
SNB02739,تبوك,أفراد,2025-12-15,31,771
SNB02740,الرياض,أفراد,2025-01-30,34,638
SNB02741,جدة,أفراد,2023-07-15,20,558
SNB02742,الرياض,أفراد,2024-01-13,51,354
SNB02743,الرياض,أفراد,2024-10-22,57,847
SNB02744,الرياض,أفراد,2025-02-25,42,305
SNB02745,الدمام,أفراد,2023-09-11,19,676
SNB02746,مكة,أفراد,2023-07-10,51,853
SNB02747,جدة,أفراد,2024-10-14,43,349
SNB02748,الرياض,أفراد,2025-07-08,48,411
SNB02749,مكة,أفراد,2025-06-10,26,445
SNB02750,الدمام,أفراد,2025-03-21,47,529
SNB02751,جدة,أفراد,2025-04-24,37,796
SNB02752,الدمام,أفراد,2023-11-07,38,605
SNB02753,الرياض,أفراد,2024-01-13,46,841
SNB02754,الرياض,أفراد,2023-08-06,42,760
SNB02755,المدينة,أفراد,2024-03-28,55,525
SNB02756,الرياض,أفراد,2025-03-21,61,358
SNB02757,جدة,أفراد,2024-08-12,42,375
SNB02758,المدينة,شركات صغيرة,2024-06-13,26,727
SNB02759,الدمام,شركات صغيرة,2025-07-13,56,431
SNB02760,الرياض,أفراد,2024-08-11,61,797
SNB02761,الرياض,أفراد,2024-05-28,43,892
SNB02762,الرياض,أفراد,2025-11-08,54,604
SNB02763,الدمام,أفراد,2024-04-24,33,366
SNB02764,جدة,أفراد,2024-11-07,54,529
SNB02765,الرياض,أفراد,2023-02-06,29,632
SNB02766,أبها,أفراد,2023-02-23,41,576
SNB02767,جدة,أفراد,2024-12-11,43,883
SNB02768,الرياض,أفراد,2023-10-22,37,443
SNB02769,جدة,أفراد,2024-05-06,26,550
SNB02770,الدمام,أفراد,2025-09-12,40,379
SNB02771,الرياض,أفراد,2024-08-29,56,356
SNB02772,الرياض,أفراد,2023-03-25,46,665
SNB02773,مكة,أفراد,2023-11-03,48,607
SNB02774,جدة,أفراد,2025-05-16,36,473
SNB02775,جدة,أفراد,2024-08-26,37,761
SNB02776,جدة,أفراد,2023-03-15,40,895
SNB02777,الرياض,أفراد,2025-08-09,60,792
SNB02778,الرياض,شركات صغيرة,2023-01-16,44,859
SNB02779,جدة,شركات صغيرة,2025-12-08,47,673
SNB02780,الرياض,أفراد,2023-12-24,38,648
SNB02781,الرياض,أفراد,2024-03-24,61,366
SNB02782,مكة,أفراد,2025-04-06,52,629
SNB02783,تبوك,شركات صغيرة,2023-11-01,66,493
SNB02784,مكة,أفراد,2023-08-24,24,454
SNB02785,المدينة,شركات متوسطة,2023-12-15,39,459
SNB02786,الرياض,أفراد,2025-01-13,27,565
SNB02787,تبوك,أفراد,2023-05-13,40,467
SNB02788,الرياض,شركات متوسطة,2025-08-05,32,444
SNB02789,أبها,أفراد,2025-11-28,47,485
SNB02790,تبوك,أفراد,2025-08-16,51,722
SNB02791,الدمام,أفراد,2025-12-04,30,756
SNB02792,تبوك,أفراد,2024-07-14,21,644
SNB02793,جدة,أفراد,2024-10-17,35,853
SNB02794,الرياض,أفراد,2025-10-12,40,815
SNB02795,جدة,أفراد,2025-08-31,50,403
SNB02796,جدة,أفراد,2023-10-09,51,546
SNB02797,الرياض,شركات متوسطة,2023-03-01,51,322
SNB02798,الدمام,أفراد,2024-05-25,53,824
SNB02799,تبوك,أفراد,2023-03-12,52,443
SNB02800,الرياض,أفراد,2023-09-04,34,492
SNB02801,مكة,أفراد,2023-08-18,45,764
SNB02802,المدينة,أفراد,2023-10-01,31,674
SNB02803,أبها,شركات متوسطة,2025-07-17,51,565
SNB02804,تبوك,أفراد,2025-02-23,65,677
SNB02805,جدة,أفراد,2024-06-12,28,849
SNB02806,تبوك,أفراد,2025-07-14,30,855
SNB02807,مكة,أفراد,2024-04-07,50,373
SNB02808,الرياض,شركات صغيرة,2025-07-24,19,737
SNB02809,جدة,أفراد,2023-02-19,51,525
SNB02810,الدمام,أفراد,2024-11-11,46,607
SNB02811,الرياض,أفراد,2025-02-17,54,647
SNB02812,الدمام,أفراد,2024-03-03,21,775
SNB02813,الدمام,أفراد,2023-10-24,29,614
SNB02814,الرياض,أفراد,2025-08-19,43,824
SNB02815,جدة,أفراد,2024-04-06,45,724
SNB02816,مكة,أفراد,2023-07-21,20,823
SNB02817,جدة,أفراد,2024-08-31,37,861
SNB02818,الرياض,شركات متوسطة,2025-09-05,27,548
SNB02819,الرياض,شركات متوسطة,2024-08-19,69,868
SNB02820,جدة,أفراد,2025-07-09,35,481
SNB02821,أبها,أفراد,2023-07-27,44,405
SNB02822,الرياض,أفراد,2025-05-09,48,490
SNB02823,الدمام,أفراد,2023-06-18,44,436
SNB02824,الرياض,أفراد,2025-09-11,59,419
SNB02825,الرياض,أفراد,2024-04-08,18,371
SNB02826,مكة,شركات صغيرة,2025-01-07,23,430
SNB02827,الدمام,شركات متوسطة,2025-05-02,28,756
SNB02828,الرياض,أفراد,2025-12-07,51,778
SNB02829,جدة,أفراد,2025-03-26,56,351
SNB02830,الرياض,أفراد,2025-12-09,37,873
SNB02831,جدة,أفراد,2025-01-31,38,418
SNB02832,الدمام,أفراد,2023-03-22,38,563
SNB02833,الرياض,أفراد,2024-01-22,35,538
SNB02834,الرياض,شركات صغيرة,2023-01-26,38,650
SNB02835,جدة,أفراد,2023-02-07,36,554
SNB02836,المدينة,أفراد,2024-07-20,21,608
SNB02837,تبوك,أفراد,2025-01-25,30,794
SNB02838,الرياض,أفراد,2023-12-02,35,356
SNB02839,مكة,أفراد,2025-04-17,69,702
SNB02840,جدة,شركات صغيرة,2024-06-30,46,366
SNB02841,جدة,أفراد,2025-05-05,42,345
SNB02842,مكة,أفراد,2025-11-02,30,668
SNB02843,المدينة,أفراد,2024-02-15,44,531
SNB02844,أبها,أفراد,2023-08-06,36,701
SNB02845,جدة,شركات صغيرة,2024-06-23,66,860
SNB02846,جدة,أفراد,2023-01-25,18,322
SNB02847,مكة,شركات صغيرة,2025-08-24,55,873
SNB02848,الرياض,أفراد,2024-07-12,36,566
SNB02849,جدة,أفراد,2025-07-28,69,417
SNB02850,جدة,أفراد,2023-03-22,18,899
SNB02851,الدمام,أفراد,2023-06-14,57,354
SNB02852,الرياض,أفراد,2023-02-20,34,452
SNB02853,الرياض,شركات صغيرة,2023-12-26,38,538
SNB02854,المدينة,أفراد,2025-09-10,39,564
SNB02855,الرياض,أفراد,2023-03-15,32,567
SNB02856,جدة,أفراد,2025-01-25,67,412
SNB02857,الرياض,أفراد,2023-12-10,56,465
SNB02858,الرياض,أفراد,2025-02-13,65,307
SNB02859,الرياض,أفراد,2024-07-28,56,516
SNB02860,الرياض,أفراد,2025-06-05,49,730
SNB02861,المدينة,أفراد,2025-05-10,66,591
SNB02862,الرياض,أفراد,2024-09-21,21,349
SNB02863,أبها,أفراد,2023-02-24,61,406
SNB02864,جدة,أفراد,2025-12-27,62,308
SNB02865,جدة,أفراد,2025-10-03,49,755
SNB02866,جدة,شركات متوسطة,2025-12-07,21,622
SNB02867,جدة,أفراد,2024-08-19,18,608
SNB02868,مكة,أفراد,2025-09-29,50,444
SNB02869,الرياض,أفراد,2023-05-11,24,711
SNB02870,جدة,أفراد,2023-12-18,26,413
SNB02871,المدينة,شركات صغيرة,2023-11-09,18,874
SNB02872,أبها,أفراد,2025-02-28,33,698
SNB02873,المدينة,شركات متوسطة,2024-12-31,35,574
SNB02874,جدة,شركات صغيرة,2025-10-21,64,423
SNB02875,مكة,أفراد,2023-08-27,23,385
SNB02876,جدة,أفراد,2024-09-29,19,881
SNB02877,جدة,أفراد,2024-03-13,26,346
SNB02878,الرياض,أفراد,2024-08-11,21,500
SNB02879,جدة,أفراد,2023-09-02,62,575
SNB02880,الرياض,أفراد,2024-03-17,40,848
SNB02881,الرياض,أفراد,2024-06-25,60,429
SNB02882,المدينة,أفراد,2025-07-26,62,747
SNB02883,الرياض,أفراد,2023-11-30,60,688
SNB02884,الرياض,شركات صغيرة,2025-05-02,68,875
SNB02885,الرياض,أفراد,2023-03-10,25,562
SNB02886,أبها,شركات صغيرة,2025-09-16,56,577
SNB02887,جدة,أفراد,2024-12-30,42,345
SNB02888,جدة,أفراد,2024-10-01,33,467
SNB02889,مكة,أفراد,2023-02-10,52,744
SNB02890,مكة,أفراد,2025-09-29,34,345
SNB02891,الرياض,أفراد,2023-10-03,35,839
SNB02892,الدمام,أفراد,2025-08-13,44,386
SNB02893,مكة,شركات صغيرة,2023-05-25,32,684
SNB02894,الدمام,أفراد,2024-06-02,34,564
SNB02895,الرياض,أفراد,2024-04-05,60,321
SNB02896,المدينة,شركات صغيرة,2024-03-02,22,749
SNB02897,جدة,أفراد,2025-07-09,33,531
SNB02898,الرياض,أفراد,2023-06-11,32,485
SNB02899,جدة,أفراد,2025-12-16,59,625
SNB02900,الرياض,شركات صغيرة,2023-12-08,63,482
SNB02901,الرياض,أفراد,2024-11-17,51,696
SNB02902,مكة,أفراد,2024-05-14,65,780
SNB02903,الرياض,أفراد,2024-04-19,36,702
